text,label,label_text,translation,back_translation
"may be more genial than ingenious , but it gets the job done .",1,positive,"Peut être plus génial qu'ingénieur, mais cela fait le travail.","Maybe more awesome than an engineer, but that does the job."
"there is a freedom to watching stunts that are this crude , this fast-paced and this insane .",1,positive,"Il y a une liberté de regarder des cascades qui sont aussi brutes, aussi rapides et aussi folles.","There is a freedom to look at waterfalls that are also raw, as fast and so crazy."
"if the tuxedo actually were a suit , it would fit chan like a $ 99 bargain-basement special .",0,negative,"Si le smoking était réellement un costume, il conviendrait à Chan comme un spécial de budget de 99 $.","If the tuxedo was really a costume, Chan would be suitable for a budget special of $ 99."
"as quiet , patient and tenacious as mr. lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline .",1,positive,"Aussi calme, patient et tenace que MR.Lopez lui-même, qui aborde son travail difficile et sans fin avec une sérénité et une discipline remarquables.","As calm, patient and stubborn as Mr.lope himself, who approaches his difficult and endless work with remarkable serenity and discipline."
final verdict : you 've seen it all before .,0,negative,Verdict final: vous avez tout vu avant.,Final verdict: you saw everything before.
"blue crush follows the formula , but throws in too many conflicts to keep the story compelling .",0,negative,"Blue Crush suit la formule, mais jette trop de conflits pour garder l'histoire convaincante.","Blue Crush follows the formula, but throws too many conflicts to keep the story convincing."
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,0,negative,Vous ... obtenez un sentiment de bonnes intentions déraillé par un échec à rechercher et à frapper juste le bon ton.,You ... get a feeling of good intentions derailed by a failure to look for and just hit the good tone.
"a slick , engrossing melodrama .",1,positive,Un mélodrame lisse et captivant.,A smooth and captivating melodrama.
a wretched movie that reduces the second world war to one man 's quest to find an old flame .,0,negative,Un film misérable qui réduit la Seconde Guerre mondiale à la quête d'un homme pour trouver une vieille flamme.,A miserable film that reduces the Second World War to the quest for a man to find an old flame.
"will undoubtedly play well in european markets , where mr. besson is a brand name , and in asia , where ms. shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic .",0,negative,"Je jouera sans aucun doute bien sur les marchés européens, où MR.Besson est un nom de marque et en Asie, où MS.SHU est une institution, mais le public américain le trouvera probablement familier et insuffisamment cathartique.","I will undoubtedly play well on the European markets, where Mr.Bon is a brand name and in Asia, where MS.SHU is an institution, but the American public will probably find it familiar and insufficiently cathartic."
lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience .,0,negative,Il manque l'inspiration de l'original et a une intrigue gonflée qui étend le temps de fonctionnement environ 10 minutes après l'intérêt d'un enfant et la patience d'un adulte.,It lacks the inspiration of the original and has an swollen intrigue which extends the operating time about 10 minutes after the interest of a child and the patience of an adult.
the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .,1,positive,La Clause du Père Noël 2 se révèle une rencontre plus rationalisée et pensée que l'original aurait pu l'espérer.,The Santa Claus clause 2 turns out to be a more rationalized meeting and thought that the original could have hoped for it.
"the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",1,positive,"Le film est de mauvaise humeur, suintant, effrayant et réconfortant à la fois ... un thriller tordu, imprévisible, chat et souris.","The film is in a bad mood, oozing, frightening and comforting at the same time ... a twisted, unpredictable thriller, cat and mouse."
too bad .,0,negative,dommage .,Shame .
"a strong first act and absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing spider-man .",1,positive,"Un premier acte fort et absolument, inévitablement magnifique, le mouvement de gratte-trapèze de The Amazing Spider-Man.","A first strong and absolutely, inevitably magnificent act, the gap movement of The Amazing Spider-Man."
gooding offers a desperately ingratiating performance .,0,negative,Gooding offre une performance désespérément insensée.,Gooding offers desperately insane performance.
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,0,negative,Un effort bien intentionné qui est encore trop accablé par la sensibilité décalée de l'acteur pour que le noyau émotionnel sérieux émerge avec tout degré d'accessibilité.,A well -intentioned effort which is still too overwhelmed by the actor's offset sensitivity so that the serious emotional nucleus emerges with any degree of accessibility.
a fun ride .,1,positive,une balade amusante.,A fun walk.
an edgy thriller that delivers a surprising punch .,1,positive,Un thriller énervé qui offre un coup de poing surprenant.,An upset thriller that offers a surprising punch.
` what 's the russian word for wow !? ',1,positive,«Quelle est la parole russe pour wow !?',"""What is the Russian Word for Wow!? '"
otto-sallies has a real filmmaker 's eye .,1,positive,Otto-Sallies a un véritable œil du cinéaste.,Otto-Sallies has a real eye of the filmmaker.
lurid and less than lucid work .,0,negative,Un travail luride et moins lucide.,Lurid and less lucid work.
with its parade of almost perpetually wasted characters ... margarita feels like a hazy high that takes too long to shake .,0,negative,Avec son défilé de personnages presque perpétuellement gaspillés ... Margarita ressemble à un sommet brumeux qui prend trop de temps à secouer.,With her parade of characters almost perpetually wasted ... Margarita looks like a misty summit that takes too long to shake.
"i could just feel the screenwriter at every moment ` tap , tap , tap , tap , tapping away ' on this screenplay .",0,negative,"Je pouvais juste sentir le scénariste à chaque instant «Appuyez sur, appuyez sur, appuyez, appuyez, appuyez sur ce scénario.","I could just feel the scriptwriter every moment ""Press, press, press, press, press this scenario."
"overall , cletis tout is a winning comedy that excites the imagination and tickles the funny bone .",1,positive,"Dans l'ensemble, Cletis Tout est une comédie gagnante qui excite l'imagination et chatouille l'os drôle.","Overall, Cletis everything is a winning comedy that excites imagination and tickle the funny bone."
you live the mood rather than savour the story .,1,positive,Vous vivez l'ambiance plutôt que de savourer l'histoire.,You live the atmosphere rather than savoring the story.
the movie is so thoughtlessly assembled .,1,positive,Le film est tellement assemblé sans réflexion.,The film is so assembled without reflection.
"some body is a shaky , uncertain film that nevertheless touches a few raw nerves .",1,positive,Un corps est un film tremblant et incertain qui touche néanmoins quelques nerfs bruts.,A body is a trembling and uncertain film that nevertheless affects some raw nerves.
"it 's a very sincere work , but it would be better as a diary or documentary .",1,positive,"C'est un travail très sincère, mais ce serait mieux en tant que journal ou documentaire.","It is a very sincere work, but it would be better as a newspaper or documentary."
"while american adobo has its heart -lrb- and its palate -rrb- in the right place , its brain is a little scattered -- ditsy , even .",0,negative,"Alors que l'Américain Adobo a le cœur -lrb- et son palais -rrb- au bon endroit, son cerveau est un peu dispersé - même.","While the American Adobo has the heart -lrb- and his palace -rrb- In the right place, his brain is a bit dispersed - even."
"unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .",1,positive,"se déroule avec une telle immédiateté de vous - il y a une immédiateté que lorsque les balles commencent à voler, votre premier instinct est de vous esquiver.","Tops with such immediacy of you - there is an immediacy that when the balls start to fly, your first instinct is to dodge you."
and it 's a lousy one at that .,0,negative,Et c'est une moche à cela.,And it's a ugly to that.
it 's not too fast and not too slow .,1,positive,Ce n'est pas trop rapide et pas trop lent.,It's not too fast and not too slow.
"it 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .",1,positive,"C'est un film divertissant, et les effets, augmentés à la taille d'un hôtel du centre-ville, vous emmèneront presque dans l'espace.","It is an entertaining film, and the effects, increased in the size of a downtown hotel, will almost take you into space."
"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .",1,positive,"Il est aussi intransigeant qu'il ne soit pas jugé, et montre clairement qu'une prostituée peut être aussi solitaire et nécessiteuse que n'importe lequel des clients.","It is as uncompromising as it is not judged, and clearly shows that a prostitute can be as lonely and needing as any of the customers."
compellingly watchable .,1,positive,de manière convaincante.,convincingly.
"despite some comic sparks , welcome to collinwood never catches fire .",0,negative,"Malgré quelques étincelles de bande dessinée, bienvenue à Collinwood ne prend jamais le feu.","Despite some comics sparks, welcome to Collinwood never takes fire."
"though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",1,positive,"Bien que Jackson ne réussisse pas toujours à intégrer les personnages au premier plan dans le paysage extraordinairement riche, il faut dire qu'il est un cinéaste imaginatif qui peut voir la forêt pour les arbres.","Although Jackson does not always succeed in integrating the characters in the foreground in the extraordinarily rich landscape, it must be said that he is an imaginative filmmaker who can see the forest for trees."
"not only does spider-man deliver , but i suspect it might deliver again and again .",1,positive,"Non seulement Spider-Man livre, mais je soupçonne que cela pourrait livrer encore et encore.","Not only Spider-Man delivers, but I suspect that it could deliver over and over again."
it 's worth taking the kids to .,1,positive,Cela vaut la peine d'emmener les enfants.,It is worth taking the children.
"without shakespeare 's eloquent language , the update is dreary and sluggish .",0,negative,"Sans la langue éloquente de Shakespeare, la mise à jour est morne et lente.","Without the eloquent tongue of Shakespeare, the update is bleak and slow."
"dense , exhilarating documentary .",1,positive,Documentaire dense et exaltant.,Dense and exhilarating documentary.
"... feels as if -lrb- there 's -rrb- a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",0,negative,... a l'impression de -lrb- il y a -rrb- une laisse d'étranglement autour de votre cou afin que le réalisateur Nick Cassavetes puisse lui donner un bon saute-yank dur chaque fois qu'il veut que vous ressentiez quelque chose.,... has the impression of -lrb- There is -rrb- a strangulation leash around your neck so that director Nick Cassavetes can give him a good save-yank hard every time he wants you to feelsomething.
poignant if familiar story of a young person suspended between two cultures .,1,positive,"Une histoire poignante, mais familière d'un jeune suspendu entre deux cultures.","A poignant, but familiar story of a young suspended between two cultures."
"methodical , measured , and gently tedious in its comedy , secret ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain .",1,positive,"Médical, mesuré et doucement fastidieux dans sa comédie, Secret Ballot est un film délibérément réducteur - qui peut être pourquoi il réussit à se loger dans le cerveau.","Medical, measured and slowly tedious in his comedy, Secret Ballot is a deliberately reducing film - which can be why he manages to stay in the brain."
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",1,positive,"Bien qu'un toucher soit trop arthouse 101 dans son symbolisme poétique, le ciel s'avère être une bonne correspondance des sensibilités de deux réalisateurs.","Although a touch is too Arthouse 101 In its poetic symbolism, the sky turns out to be a good correspondence of the sensitivities of two directors."
superbly photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .,1,positive,Superbement photographié et mis en scène par Mendes avec une série de décors fascinants comme les publics traditionnels ont rarement vu.,Superbly photographed and staged by Mendes with a series of fascinating sets like traditional audiences have rarely seen.
a metaphor for a modern-day urban china searching for its identity .,1,positive,Une métaphore d'une Chine urbaine moderne à la recherche de son identité.,A metaphor of a modern urban China in search of its identity.
"it 's a square , sentimental drama that satisfies , as comfort food often can .",1,positive,"C'est un drame carré et sentimental qui satisfait, comme les aliments réconfortants le peuvent souvent.","It is a square and sentimental drama that satisfies, as comforting foods can often."
"the wonderfully lush morvern callar is pure punk existentialism , and ms. ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh 's book trainspotting .",1,positive,"Le Morvern Callar merveilleusement luxuriant est un pur existentialisme punk et MS.Ramsay et sa co-scénariste, Liana Dognini, ont dramatisé le roman d'Alan Warner, qui lui-même ressemblait à une réponse au livre d'Irvine Welsh TrainSpotting.","The wonderfully luxuriant Morvern Callar is a pure Punk existentialism and MS.RAMSAY and its co-series, Liana Dognini, dramatized Alan Warner's novel, which itself looked like a response to the book by Irvine Welsh Trainspotting."
"admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form .",1,positive,"Les admirateurs du réalisateur Abel Ferrara pourraient être soulagés que sa dernière fonctionnalité, R Noël, marque un retour modeste s'ils encouragent la forme.","The admirers of director Abel Ferrara could be relieved that his last feature, R Christmas, marks a modest return if they encourage the form."
"not once in the rush to save the day did i become very involved in the proceedings ; to me , it was just a matter of ` eh . '",0,negative,"Pas une seule fois pour sauver la journée, je suis devenu très impliqué dans la procédure;Pour moi, c'était juste une question de `eh.'","Not once to save the day, I became very involved in the procedure; for me, it was just a question of `eh. '"
an ugly-duckling tale so hideously and clumsily told it feels accidental .,0,negative,Une histoire laide de Duckling si hideusement et maladroitement a dit qu'elle se sentait accidentelle.,A ugly story of Duckling so hidefully and awkwardly said that she felt accidental.
becomes a bit of a mishmash : a tearjerker that does n't and a thriller that wo n't .,0,negative,devient un peu un méli-mélo: un larmoyant qui ne fait pas et un thriller qui ne sera pas.,becomes a bit of a meli-melo: a tearful who does not and a thriller that will not be.
could i have been more geeked when i heard that apollo 13 was going to be released in imax format ?,1,positive,Aurais-je pu être plus geeké quand j'ai entendu dire qu'Apollo 13 allait être libéré au format IMAX?,Could I have been more geeké when I heard that Apollo 13 was going to be released in Imax format?
"this is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it .",1,positive,"Il s'agit d'un projet très ambitieux pour un cinéaste assez inexpérimenté, mais de bons acteurs, une bonne poésie et une bonne musique aident à le soutenir.","It is a very ambitious project for a fairly inexperienced filmmaker, but good actors, good poetry and good music help to support it."
"more successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",0,negative,Plus de succès à relier l'histoire que de créer une héroïne émotionnellement complexe et radicalement satisfaisante,More success in connecting history than creating an emotionally complex and radically satisfactory heroine
cho 's timing is priceless .,1,positive,Le timing de Cho est inestimable.,Cho timing is invaluable.
criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes my big fat greek wedding look like an apartheid drama .,1,positive,Les complots criminels et les vrais romances se déplacent si facilement à travers les lignes raciales et culturelles du film que cela fait ressembler mon grand mariage grec à un drame d'apartheid.,The criminal plots and the real romances move so easily through the racial and cultural lines of the film that it looks like my great Greek marriage to an apartheid drama.
there 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,1,positive,Il y a quelque chose à dire pour un film produit en studio qui ne déménage jamais pour remettre aux téléspectateurs une valise pleine de réponses faciles.,There is something to say for a film produced in the studio that never moves to give viewers a suitcase full of easy responses.
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,1,positive,"Ce qui élève le film au-dessus du mélangeur en singles ordinaire, c'est son sens de l'humour surréaliste et sa finition technologique.",What raises the film above the ordinary singles mixer is its sense of surrealist humor and its technological finish.
nicholson 's understated performance is wonderful .,1,positive,La performance discrète de Nicholson est merveilleuse.,Nicholson's discreet performance is wonderful.
"the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .",1,positive,"Les cinéastes savent comment plaire à l'œil, mais ce ne sont pas toujours les plus belles images qui racontent la meilleure histoire.","The filmmakers know how to please the eye, but these are not always the most beautiful images that tell the best story."
"it 's unfortunate that wallace , who wrote gibson 's braveheart as well as the recent pearl harbor , has such an irrepressible passion for sappy situations and dialogue .",0,negative,"Il est regrettable que Wallace, qui a écrit Braveheart de Gibson ainsi que le récent Pearl Harbor, a une passion si irrépressible pour les situations et le dialogue Sappy.","It is regrettable that Wallace, who wrote Braveheart de Gibson as well as the recent Pearl Harbor, has such an irrepressible passion for Sappy situations and dialogue."
"jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .",0,negative,"Jackson se promène honteusement à travers ce gâchis avec un sourire suffisant, portant inexplicablement un kilt et portant un sac de clubs de golf sur une épaule.","Jackson walks shamefully through this mess with a sufficient smile, inexplicably carrying a kilt and carrying a bag of golf clubs on one shoulder."
"... a fascinating curiosity piece -- fascinating , that is , for about ten minutes .",0,negative,"... une pièce de curiosité fascinante - fascinante, c'est-à-dire pendant environ dix minutes.","... a fascinating piece of curiosity-fascinating, that is to say for about ten minutes."
over and over again .,0,negative,encore et encore.,Again and again.
nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .,1,positive,Nolan prouve qu'il peut traverser les épées avec les meilleures d'entre eux et diriger un thriller de pop-corn plus traditionnellement tracé tout en abandonnant peu de sa rigueur intellectuelle ou de son sang-froid créatif.,Nolan proves that he can cross the swords with the best of them and direct a pop-crank thriller more traditionally traced while abandoning little of his intellectual rigor or his creative composure.
"this bond film goes off the beaten path , not necessarily for the better .",0,negative,"Ce film de Bond sort des sentiers battus, pas nécessairement pour le mieux.","This Bond film is off the beaten track, not necessarily for the best."
... its solemn pretension prevents us from sharing the awe in which it holds itself .,0,negative,... Sa prétention solennelle nous empêche de partager la crainte dans laquelle il se tient.,... his solemn claim prevents us from sharing the fear in which he stands.
the drama discloses almost nothing .,0,negative,Le drame ne révèle presque rien.,The drama reveals almost nothing.
"a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",0,negative,"Une construction simulée basée sur la théorie, le tour de passe-passe et l'hypothèse mal pratiquée.","A simulated construction based on theory, the sleight of hand and the poorly practiced hypothesis."
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol 's most intense psychological mysteries .,1,positive,Isabelle Huppert excelle alors que l'énigmatique Mika et Anna Mouglalis sont un nouveau jeune talent étonnant dans l'un des mystères psychologiques les plus intenses de Chabrol.,Isabelle Huppert excels when the enigmatic Mika and Anna Mouglalis are a new surprising young talent in one of the most intense psychological mysteries in Chabrol.
"like its parade of predecessors , this halloween is a gory slash-fest .",1,positive,"Comme son défilé de prédécesseurs, cet Halloween est un slash-fest sanglant.","Like his parade of predecessors, this Halloween is a bloody slash-fest."
perhaps the best sports movie i 've ever seen .,1,positive,Peut-être le meilleur film sportif que j'ai jamais vu.,Maybe the best sports film I have ever seen.
this pathetic junk is barely an hour long .,0,negative,Cette ordure pathétique dure à peine une heure.,This pathetic garbage hardly lasts an hour.
"ou 've got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane .",1,positive,"OU 'AVEZ AIMER une photo Disney avec un aussi petit décolleté que celui-ci, et une héroïne aussi fougueuse et fondée sur des principes que Jane.","Or 'loved a Disney photo with such a small neckline as this one, and a heroine as fiery and based on principles that Jane."
"this is a gorgeous film - vivid with color , music and life .",1,positive,"Ceci est un magnifique film - vivant de couleur, de musique et de vie.","This is a magnificent film - living in color, music and life."
playing a role of almost bergmanesque intensity ... bisset is both convincing and radiant .,1,positive,Jouant un rôle de l'intensité presque Bergmanesque ... Bisset est à la fois convaincant et rayonnant.,Playing a role of almost Bergmanic intensity ... Bisset is both convincing and radiant.
the trappings of i spy are so familiar you might as well be watching a rerun .,0,negative,Les signes extérieurs de I Spy sont si familiers que vous pourriez aussi bien regarder une rediffusion.,The external signs of I SPY are so familiar that you might as well look at a replay.
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .,1,positive,Il traite le voyage d'Ana avec honnêteté qui est tragiquement rare dans la représentation des jeunes femmes dans le cinéma.,He treats Ana's journey with honesty which is tragically rare in the representation of young women in cinema.
leigh makes these lives count .,1,positive,Leigh fait compter ces vies.,Leigh makes these lives count.
"ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints .",1,positive,Le psychodrame ambitieux et troublant qui prend un avantage complet et effrayant de ses contraintes rugueuses à faible budget.,The ambitious and disturbing psychodrama which takes on a complete and scary advantage of its rough constraints on a low budget.
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring .",1,positive,"Le Woodman semble avoir directement influencé cette histoire d'amour fille-fille, mais encore plus rassurant, c'est la façon dont ses fabricants semblent réellement comprendre ce qui a rendu les comédies romantiques d'Allen si pertinentes et durables.","The Woodman seems to have directly influenced this love story story, but even more reassuring, this is the way its manufacturers really seem to understand what made the romantic comedies of Allen so relevant and lasting."
i could n't recommend this film more .,1,positive,Je ne pouvais pas recommander ce film plus.,I couldn't recommend this film more.
"an inexperienced director , mehta has much to learn .",0,negative,"Réalisateur inexpérimenté, Mehta a beaucoup à apprendre.","A inexperienced director, Mehta has a lot to learn."
"you can taste it , but there 's no fizz .",0,negative,"Vous pouvez le goûter, mais il n'y a pas de pétillement.","You can taste it, but there is no petile."
a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either .,0,negative,"Un remaniement de Die Hard and Cliffhanger, mais il est loin d'être aussi excitant que non plus.","A reshuffle of Die Hard and Cliffhanger, but it is far from being as exciting as no longer."
"a moving tale of love and destruction in unexpected places , unexamined lives .",1,positive,"Une histoire émouvante d'amour et de destruction dans des endroits inattendus, des vies non examinées.","A moving story of love and destruction in unexpected places, not examined lives."
it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,1,positive,Il a plus de quelques instants qui sont suffisamment perspicaces pour se souvenir affectueusement dans le labyrinthe sans fin du cinéma.,There are more than a few moments which are insightful to remember affectionately in the endless labyrinth of cinema.
why ?,0,negative,pourquoi ?,Why ?
and that is where ararat went astray .,0,negative,Et c'est là que Ararat s'est égaré.,And this is where Ararat was lost.
vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role .,1,positive,Vincent Gallo est à la maison dans ce choc français jouant son rôle bizarre habituel.,Vincent Gallo is at home in this French shock playing his usual bizarre role.
"clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up .",0,negative,ClockStoppers est l'un de ces films fous et mitigés qui ne savent pas ce qu'il veut être quand il grandira.,Clockstoppers is one of those crazy and mixed films that do not know what he wants to be when he grows.
"sandra bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",0,negative,"Sandra Bullock, malgré le minibum de sa belle apparence, porte un peu trop de bagages dans son rôle d'homicide troublé et déterminé à retirer les choses lourdes.","Sandra Bullock, despite the minibum of her beautiful appearance, carries a little too much luggage in her role of troubled homicide and determined to remove heavy things."
it 's mostly a pleasure to watch .,1,positive,C'est surtout un plaisir à regarder.,It is above all a pleasure to look at.
its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,1,positive,Son esprit d'abandon iconoclastique - cependant en conserve - rend la visualisation de façon inattendue.,His spirit of iconoclastic abandonment - however canned - makes visualization unexpectedly.
"a kilted jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces .",0,negative,"Un Kilted Jackson est un spectacle troublant, et indicatif de son personnage hors de Kilter, qui se divulgue sans but à travers des pièces d'action mal conçues.","A Kilt Jackson is a disturbing spectacle, and indicative of his character outside Kilt, who discloses himself aimlessly through poorly designed action pieces."
i did n't find much fascination in the swinging .,0,negative,Je n'ai pas trouvé beaucoup de fascination dans le swing.,I did not find a lot of fascination in the swing.
this is no `` waterboy ! '',0,negative,Ce n'est pas `` Waterboy!'',It is not `waterboy! '' '
"but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment .",1,positive,"Mais l'action née sur les nerfs, le crépitement des lignes, les mises en scène impressionnantes du matériel, font des divertissements robustes et effrayants.","But the action born on the nerves, the crackling of the lines, the impressive staging of the material, make robust and frightening entertainment."
baby-faced renner is eerily convincing as this bland blank of a man with unimaginable demons within .,1,positive,Renner au visage de bébé est étrangement convaincant comme ce blanc fade d'un homme avec des démons inimaginables à l'intérieur.,Renner in the baby's face is strangely convincing like this bland white of a man with unimaginable demons inside.
the kind of primal storytelling that george lucas can only dream of .,1,positive,Le genre de narration primitive dont George Lucas ne peut que rêver.,The kind of primitive narration of which George Lucas can only dream.
"uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",1,positive,"L'élévation comme un seul document des pires possibilités de l'humanité peut être, et parmi les meilleurs films de l'année.","The elevation as a single document of the worst possibilities of humanity can be, and among the best films of the year."
the irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,0,negative,Les scènes des Irwins sont fascinantes;Le film dans son ensemble est une ordure bon marché et une insulte à leurs efforts défiant la mort.,The scenes of the Irwins are fascinating; the film as a whole is cheap and insult to their efforts defying death.
"it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni .",0,negative,"C'est un film de vanité effrayant qui, sans aucun doute, porte ses fruits à ce que Miramax a estimé qu'ils devaient à Benigni.","It is a scary film of vanity which, without a doubt, bears fruit that Miramax estimated that they owed Benigni."
"he seems to want both , but succeeds in making neither .",0,negative,"Il semble vouloir les deux, mais réussit à faire ni l'un ni l'autre.","He seems to want both, but managed to do either."
"by turns fanciful , grisly and engagingly quixotic .",1,positive,"À tour de temps, fantaisiste, macabre et engageant.","In turn, whimsical, macabre and engaging."
"the re-release of ron howard 's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages .",1,positive,"La réédition de l'Apollo 13 de Ron Howard dans le format IMAX prouve absolument que vraiment, vraiment, de très bonnes choses peuvent venir dans d'énormes packages.","The reissue of Ron Howard's Apollo 13 in the IMAX format absolutely proves that really, really, very good things can come in huge packages."
