text,label,label_text,translation,back_translation
"unfortunately , he neglects to mention that he is a professional gambler with bad instincts and that the jaguar is borrowed .",0,objective,残念ながら、彼は自分が悪い勘を持つプロのギャンブラーであり、ジャガーは借り物だということを言及するのを怠っています。,"Unfortunately, he fails to mention that he is a professional gambler with a bad feeling, and that the Jaguar is borrowed."
"in this racially-charged climate , the lapd 's elite special investigations squad ( sis ) is assigned a high-profile quadruple homicide .",0,objective,この人種的に緊張した状況の中、LAPDのエリート特別捜査班（SIS）は注目される4重殺人事件を担当することになった。,"In this racially tense situation, the LAPD's elite Special Investigations Section (SIS) was assigned to the high-profile quadruple homicide case."
a remarkable 179-minute meditation on the nature of revolution .,1,subjective,革命の本質についての注目すべき179分の瞑想。,A noteworthy 179-minute meditation on the essence of revolution.
"this documentary follows a business partnership between a clan of palestinian fisherman from refugee camps in gaza and israelis from the settlement of dugit , gaza strip .",0,objective,このドキュメンタリーは、ガザの難民キャンプからのパレスチナ人漁師の一族と、ガザ地区のダギト入植地のイスラエル人とのビジネスパートナーシップを追っています。,This documentary follows a family of Palestinian fishermen from a refugee camp in Gaza and their business partnership with Israelis from the Dugit settlement in the Gaza Strip.
"this painter 's block has lead to a desperate man obsessed with the need to paint , leaving the artist in a state of disarray .",0,objective,この画家のブロックは、絵を描く必要に取り憑かれた絶望的な男を生み出し、アーティストを混乱の状態に置いています。,"This painter's block creates a desperate man obsessed with the need to paint, putting the artist in a state of confusion."
all social structures break down and a new world order emerges from the heart of the desert .,0,objective,すべての社会構造が崩壊し、砂漠の中心から新たな世界秩序が現れる。,"All social structures collapse, and a new world order emerges from the center of the desert."
"when blake is initiated , he agrees to abide by the three cardinal rules : share your spirit , body and soul with others ; devote your life to saving homeless kids ; and never leave unless the master casts you out .",0,objective,ブレイクが入会するとき、彼は三つの基本的なルールに従うことに同意します：他者と自分の精神、身体、魂を共有すること；ホームレスの子供たちを救うことに人生を捧げること；そして、主人が追い出さない限り決して去らないこと。,"When Blake joins, he agrees to three basic rules: to share his mind, body, and soul with others; to devote his life to saving homeless children; and to never leave unless the master sends him away."
". . . routine , harmless diversion and little else .",1,subjective,日常的で無害な気晴らしで、それ以上でもそれ以下でもありません。,"It's a mundane and harmless distraction, nothing more and nothing less."
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,1,subjective,監督がアウトテイクを劇場公開し、映画をDVDのボーナス特典として使用していたら、もっと面白かったのではないかと思います。,I think it would have been more interesting if the director had released the outtakes in theaters and used them as bonus features on the DVD.
desert rose is an erotic thriller that takes you through one man 's life experience .,0,objective,デザートローズは、一人の男性の人生経験を通じてあなたを導く官能的なスリラーです。,Desert Rose is a sensual thriller that guides you through the life experiences of a man.
witt plays a young harvard graduate who also represents grant 's character .,0,objective,ウィットは若いハーバード卒業生を演じており、グラントのキャラクターも表現しています。,Witt plays a young Harvard graduate and also expresses Grant's character.
blade 's team and the bloodpack are the only line of defense which can prevent the reaper population from wiping out the vampire and human populations .,0,objective,ブレードのチームとブラッドパックだけが、リーパーの個体数が吸血鬼と人間の人口を絶滅させるのを防ぐ唯一の防衛線である。,Only Blade's team and the Bloodpack are the sole defense line preventing the Reaper population from wiping out the vampire and human population.
they intend to bring her back to tel-aviv in order to save her life .,0,objective,彼らは彼女の命を救うために、彼女をテルアビブに戻すつもりです。,They plan to return her to Tel Aviv to save her life.
"when her niece spontaneously dies of fright one week to the day she watched a disturbing video , a cynical journalist ( naomi watts ) travels to the pacific northwest in search of the tape 's origins and its links to a string of suicides at a horse ranch .",0,objective,彼女の姪が不安を感じた一週間後に自発的に亡くなった際、皮肉なジャーナリスト（ナオミ・ワッツ）は、そのテープの起源と馬の牧場での一連の自殺との関連を探るため、太平洋岸北西部に向かいます。,"A week after her niece felt anxious, a cynical journalist (Naomi Watts) travels to the Pacific Northwest to investigate the origin of the tape and its connection to a series of suicides at a horse ranch."
"although a number of these laws have been overturned by legislatures or the courts , in the state of texas freedom fighters are still working to eliminate these absurd and unnecessary laws .",0,objective,テキサス州では、これらの法律のいくつかが立法機関や裁判所によって無効にされているにもかかわらず、自由の戦士たちは依然としてこれらの不条理で不必要な法律を排除するために活動しています。,"In Texas, despite some of these laws being invalidated by the legislature and the courts, the freedom fighters are still active in working to eliminate these absurd and unnecessary laws."
"unbeknownst to the contestants , the game 's host has struck a deal with the soldiers hired to guard the money , and does not really have the player 's best interests , or even basic safety , at heart .",0,objective,参加者たちが知らないうちに、ゲームの司会者は金銭を守るために雇われた兵士たちと取引を結び、プレイヤーの最善の利益や基本的な安全さえも心に留めていない。,"Unbeknownst to the participants, the game host has made a deal with soldiers hired to protect the money, disregarding the players' best interests and even their basic safety."
"the first all-cgi short to be produced by imageworks , sony pictures award-winning character animation and visual effects company , `` the chubbchubbs `` introduces the alien inhabitants of the planet glorf including meeper , its earnest but awkward hero , the singing diva , the zyzaks and the chubbchubbs .",0,objective,イメージワークスが制作した初の全CG短編映画「ザ・チャブチャブズ」は、ソニー・ピクチャーズの受賞歴のあるキャラクターアニメーションと視覚効果会社です。物語は、惑星グローフの異星人住民たちを紹介します。主人公である真面目だが不器用なヒーローのミーパー、歌うディーバ、ズィザクたち、そしてチャブチャブズが登場します。,"The first fully CG short film ""The Chub Chubs,"" produced by Imageworks, is a character animation and visual effects company known for its award-winning work at Sony Pictures. The story introduces the alien inhabitants of the planet Glorf. It features the serious yet clumsy hero Meepa, a singing diva, the Zizaks, and the Chub Chubs."
"but when his feelings for the decidedly unavailable ricki begin to grow , and he actually becomes concerned for brian , tough guy gigli begins to transform into an actual human being . . . which",0,objective,しかし、手に入らないリッキーに対する彼の気持ちが徐々に大きくなり、ブライアンを本気で心配するようになると、タフなやつのギリは実際の人間へと変わり始める。。。その。。。,"However, his feelings for Ricky, whom he cannot have, gradually grow stronger, and as he becomes genuinely concerned about Brian, the tough guy's Giri begins to transform into an actual human being... that..."
tong is sent back to fetch some things for devlin and unknowingly tries on devlin 's tuxedo and finds that it gives extraordinary powers to anyone that dons the suit .,0,objective,トンはデヴリンのためにいくつかのものを取りに戻され、知らずにデヴリンのタキシードを試着し、それを着る者に驚異的な力を与えることに気づく。,"Ton is sent back to retrieve some items for Devlin and unknowingly tries on Devlin's tuxedo, realizing that it bestows incredible power upon the wearer."
"fresh and raw like a blown-out vein , narc takes a walking-dead , cop-flick subgenre and beats new life into it .",1,subjective,弾けた静脈のように新鮮で生々しい、ナークは「ウォーキング・デッド」のような警察映画のサブジャンルに新たな命を吹き込む。,"Fresh and raw like a burst vein, ""Nark"" breathes new life into the subgenre of police films akin to ""The Walking Dead."""
its aims are modest -- to make kids laugh as cuba gooding falls down a lot and to show how thrilling sled dogs are -- and it achieves them .,1,subjective,その目的は控えめで、キューバ・グッディングがたくさん転ぶことで子供たちを笑わせ、スレッドドッグの興奮を示すことです。そして、それを達成しています。,The purpose is modest: to make children laugh by having Cuba Gooding stumble a lot and to showcase the excitement of the sled dog. And it achieves that.
"on the surface , the film is played straight , with sustained tension and effective frights . but the director has done his research , and fills every scene with a subversive humor that 's 100 % pure imitation hitchcock .",1,subjective,表面的には、この映画は真剣に進行し、持続的な緊張感と効果的な恐怖を提供しています。しかし、監督は十分なリサーチを行い、すべてのシーンに100%純粋な模倣ヒッチコックの逆説的なユーモアを盛り込んでいます。,"On the surface, this movie progresses seriously, providing sustained tension and effective fear. However, the director has conducted sufficient research and incorporated 100% pure imitative Hitchcock-like paradoxical humor into every scene."
. . . digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations .,1,subjective,…善い子と悪い子の一般的な描写を超えて、より曖昧なキャラクターと動機を明らかにする。,...go beyond the typical depiction of good and bad children to reveal more ambiguous characters and motives.
"if the count of monte cristo does n't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago .",1,subjective,モンテ・クリスト伯がカヴィーゼルを映画スターに変えないのであれば、ゲームは2世紀前よりもさらに不正だ。,"If The Count of Monte Cristo doesn't turn Caviezel into a movie star, then the game is even more unfair than it was two centuries ago."
an ideal love story for those intolerant of the more common saccharine genre .,1,subjective,一般的な甘ったるいジャンルに耐えられない人々のための理想的なラブストーリー。,An ideal love story for people who can't stand the typical sugary genres.
"outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken",1,subjective,バージャの何らかの映画を作りたいという欲望を除けば、このプロジェクトがなぜ行われたのかは本当に不明です。,"Aside from the desire to create some kind of movie about Baja, it is truly unclear why this project was undertaken."
"at the same time other changes in sumo are being prompted by its growing popularity in the west , where its adherents are lobbying for sumo 's inclusion in the olympic games even as other promoters are arranging amateur sumo tournaments in venues like las vegas casinos - tournaments that not surprisingly bear little resemblance to the sport 's japanese forebear .",0,objective,同時に、相撲の人気が西洋で高まっていることにより、他の変化も促されています。西洋の支持者たちは、相撲をオリンピック競技に含めるようロビー活動を行っている一方で、他のプロモーターたちはラスベガスのカジノなどでアマチュア相撲トーナメントを企画しています。このトーナメントは、驚くべきことではありませんが、日本の相撲の伝統とはほとんど似ていません。,"At the same time, the growing popularity of sumo in the West is prompting other changes. While Western supporters are lobbying to include sumo as an Olympic sport, other promoters are organizing amateur sumo tournaments in places like Las Vegas casinos. These tournaments, unsurprisingly, bear little resemblance to the traditional Japanese sumo."
14-year-old meredith attempts to maintain a religious vow of silence during a thanksgiving dinner with her agnostic family .,0,objective,14歳のメリディスは、不可知論者の家族との感謝祭のディナーで宗教的な沈黙の誓いを守ろうとします。,14-year-old Meridis tries to uphold a vow of religious silence during a Thanksgiving dinner with her agnostic family.
"docu-drama based on the life of ted bundy , a serial killer who killed at least 19 young women during the 1970 's ( though some sources say as many as 30 to 35 were murdered ) .",0,objective,テッド・バンディの人生に基づくドキュメンタリードラマで、彼は1970年代に少なくとも19人の若い女性を殺害した連続殺人犯です（ただし、いくつかの情報源では30人から35人が殺されたとも言われています）。,"A documentary drama based on the life of Ted Bundy, he was a serial killer who murdered at least 19 young women in the 1970s (although some sources claim that 30 to 35 people were killed)."
"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes .",1,subjective,私は「ウィンドトーカーズ」がこの実際のストーリーのドラマティックな可能性にもっと信頼を置いていたらよかったと思います。これは、彼らが創作したフィクションよりも良かったでしょうし、戦争シーンの余地もまだあったかもしれません。,"I wish that ""Windtalkers"" had placed more trust in the dramatic potential of this actual story. It would have been better than the fictional narrative they created, and there might have still been room for war scenes."
"in a world where loyalties are easily abandoned and allegiances bought , six perfect strangers come together to pull off the perfect crime .",0,objective,忠誠が簡単に放棄され、 allegiance が買われる世界で、6人の完璧な見知らぬ人たちが集まり、完璧な犯罪を成し遂げる。,"In a world where loyalty is easily abandoned and allegiance can be bought, six perfect strangers come together to commit the perfect crime."
"fast-paced and wonderfully edited , the film is extremely thorough .",1,subjective,テンポが速く、素晴らしく編集されたこの映画は、非常に徹底されています。,"This movie, which has a fast pace and is wonderfully edited, is extremely thorough."
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .",1,subjective,その慎重なペースと一見不透明なストーリーがすべての映画観客の好みに合うわけではありませんが、映画の最後のシーンは非常に心を打つものです。,"The cautious pace and seemingly opaque story may not suit every moviegoer's taste, but the final scene of the film is very moving."
"one-sided documentary offers simplistic explanations to a very complex situation . . . . stylistically , the movie is a disaster .",1,subjective,片側的なドキュメンタリーは非常に複雑な状況に対して単純な説明を提供している……スタイル的には、この映画は失敗作です。,"A one-sided documentary provides a simple explanation for a very complex situation... Stylistically, this film is a failure."
food for love endeavors and largely succeeds in lending equal weight to the emotional turmoil of its older and younger characters .,1,subjective,愛の試みのための食べ物は、年配のキャラクターと若いキャラクターの感情的な動揺に等しい重みを与えることに大いに成功しています。,The food for the trial of love greatly succeeds in giving equal weight to the emotional turmoil of both the older character and the younger character.
"should n't have been allowed to use the word `` new `` in its title , because there 's not an original character , siuation or joke in the entire movie .",1,subjective,タイトルに「新しい」という言葉を使うべきではなかった。なぜなら、この映画にはオリジナルのキャラクター、状況、ジョークがまったく存在しないからだ。,"The title should not have used the word ""new."" This is because the film has absolutely no original characters, situations, or jokes."
"they both get close to tun , a lonely youth with an unspecified illness .",0,objective,彼らは両方とも、特定されていない病気を持つ孤独な青年トンに近づく。,They both approach a lonely young man named Ton who has an unidentified illness.
"18-year old dean is handsome and bright , but feels hampered by his working-class background and by his family .",0,objective,18歳のディーンはハンサムで優秀ですが、労働者階級の背景や家族によって妨げられていると感じています。,"18-year-old Dean is handsome and talented, but feels hindered by his working-class background and family."
"the movie details the experiences of 'peter pan ' author j . m . barrie , which lead him to write the children 's classic .",0,objective,映画は「ピーターパン」の著者J.M.バリーの経験を詳述しており、彼がこの児童文学の名作を書くに至った経緯を描いています。,"The film details the experiences of J.M. Barrie, the author of ""Peter Pan,"" and portrays the circumstances that led him to write this masterpiece of children's literature."
"the movie occasionally threatens to become didactic , but it 's too grounded in the reality of its characters to go over the edge . a touch of humor or an unexpected plot twist always pulls it back .",1,subjective,その映画は時折教訓的になりそうだが、登場人物の現実にしっかり根ざしているため、行き過ぎることはない。ちょっとしたユーモアや予想外のプロットツイストが常にそれを引き戻してくれる。,"Though the movie may seem didactic at times, it doesn't go too far because the characters are firmly rooted in reality. A touch of humor and unexpected plot twists consistently pull it back."
"as a result of this unfortunate circumstance , ella can not refuse any command , and is often left at the mercy of unscrupulous personalities .",0,objective,この不 fortunateな状況の結果、エラはどんな命令も拒否できず、しばしば unscrupulous な人々の思うがままにされてしまいます。,"As a result of this unfortunate situation, Ella is unable to refuse any orders and is often at the mercy of unscrupulous people."
rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories .,1,subjective,ライスは、他のディープサウスの物語とは異なる独自性を持たせるような鋭さや個性をもたらすにはあまりにも平凡な映画制作者です。,Rice is too ordinary a filmmaker to bring the sharpness and individuality that would distinguish it from other Deep South stories.
"the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately .",1,subjective,その映画は、観客がすぐに離れることができる博物館のビデオインスタレーションとしてはるかに効果的だろう。,That film would be much more effective as a video installation in a museum where the audience can easily leave.
"set in hounslow , west london and hamburg , the film follows two 18 year olds with their hearts set on a future in professional soccer .",0,objective,ロンドン西部のハウンズローとハンブルクを舞台に、映画はプロサッカーの未来を目指す2人の18歳の少年を追います。,"Set in Hounslow in West London and Hamburg, the film follows two 18-year-old boys aiming for a future in professional football."
a mess when it comes to the characters and writing . . . but works its way underneath the skin like few movies have in recent memory .,1,subjective,キャラクターやライティングに関しては混乱していますが、最近の映画の中では少数派のように、皮膚の下にしっかりと入り込んでいます。,"I'm confused about the characters and writing, but it seems to penetrate deeply under the skin, unlike in most recent films."
"[ green is ] the comedy equivalent of saddam hussein , and i 'm just about ready to go to the u . n . and ask permission for a preemptive strike .",1,subjective,[グリーンは]サダム・フセインのコメディ版であり、私は国連に行って先制攻撃の許可を求める準備がほぼ整いました。,"[Green is] a comedic version of Saddam Hussein, and I am almost ready to go to the UN to seek permission for a preemptive strike."
"suddenly , a young boy starts to become ill and starts to suffer from the same syndromes that regan from the fist movie suffered .",0,objective,突然、若い少年が病気になり、最初の映画のレガンと同じ症状に苦しみ始める。,"Suddenly, a young boy becomes ill and starts to suffer from the same symptoms as in the first film's Reagan."
"the film , a follow-up to `` jack the dog `` , is described as a black comedy about a reformed womanizer ( nestor carbonell ) who struggles to keep his family together .",0,objective,この映画は「ジャック・ザ・ドッグ」の続編であり、家庭を維持しようと奮闘する改心した女好き（ネスター・カーボネル）についてのブラックコメディとして描写されています。,"This movie is a sequel to ""Jack the Dog"" and is portrayed as a black comedy about a reformed womanizer (Nestor Carbonell) struggling to maintain his family."
"will he become a grandfather , surrounded by the love and support of a family or will he retreat into his world of memories and lost opportunities ?",0,objective,彼は家族の愛と支援に囲まれて祖父になるのでしょうか、それとも思い出や失われた機会の世界に retreat するのでしょうか？,"Will he become a grandfather surrounded by the love and support of family, or will he retreat into a world of memories and lost opportunities?"
"paco , a rapper and performer , indifferent to all except her career , dreams of hitting the top ten chart .",0,objective,パコはラッパーでパフォーマーであり、キャリア以外には興味を示さず、トップテンチャート入りを夢見ている。,Paco is a rapper and performer who shows no interest outside of his career and dreams of entering the top ten charts.
canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people .,1,subjective,カナダの北極の光は、この凍りついたツンドラのソープオペラに明るく輝き、イヌイットの人々の私的な生活に並外れた命を吹き込んでいます。,"The northern lights of Canada shine brightly over this frozen tundra soap opera, breathing extraordinary life into the private lives of the Inuit people."
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .",1,subjective,初めての脚本・監督を務めるセリーは、この感動的で効果的な小さな映画でストーリーテリングの素晴らしい才能を示しています。,"Ceri, making her debut as a writer and director, showcases her remarkable storytelling talent in this moving and impactful little film."
"down and out rock star dewey finn ( black ) gets fired from his band , and he faces a mountain of debts and depression .",0,objective,落ちぶれたロックスター、デューイ・フィン（黒人）はバンドをクビになり、山のような借金と鬱に直面します。,"A fallen rock star, Dewey Finn (a Black man), gets kicked out of his band and faces a mountain of debt and depression."
"despite the sympathetic overtures , rachel is convinced things are n't what they seem and suspects her baby has been abducted .",0,objective,同情的な接触にもかかわらず、レイチェルは物事が見かけとは違うと確信しており、自分の赤ちゃんが誘拐されたのではないかと疑っています。,"Despite the sympathetic contact, Rachel is convinced that things are not what they seem and suspects that her baby has been kidnapped."
"hoffman spends a good deal of screen time alone and without much dialogue , using only his considerable physical skill and screen presence to pull off the role .",1,subjective,ホフマンは多くのスクリーンタイムを一人で過ごし、あまり会話もなく、彼の優れた身体能力とスクリーンプレゼンスだけを使って役を演じています。,"Hoffman spends a lot of screen time alone, with little conversation, relying solely on his outstanding physical abilities and screen presence to portray the role."
"michell , after some sleuthing around , narrows down the suspects to a woman not his wife , another well known victorian poet .",0,objective,ミシェルは、いくつかの捜査を経て、容疑者を彼の妻ではない女性、一人の有名なヴィクトリア時代の詩人に絞り込みました。,"After several investigations, Michelle narrowed down the suspect to a woman who was not his wife, a famous Victorian poet."
"la cinta comienza intentando ser un drama , rM-apidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible",1,subjective,その映画は最初はドラマを目指していますが、すぐにコメディに変わり、最終的には全く予測可能なパロディになります。,"The movie initially aims to be a drama but quickly shifts to a comedy, ultimately becoming a completely predictable parody."
it may not be `` last tango in paris `` but . . .,1,subjective,「パリの最後のタンゴ」ではないかもしれませんが。。。,"It may not be ""The Last Tango in Paris,"" but..."
"it may not be history M-^V but then again , what if it is ? M-^V but it makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while .",1,subjective,それは歴史ではないかもしれませんが、もしそうだとしたらどうでしょう？しかし、それは最近私が体験した中で最も純粋に楽しめる、満足のいく映画の夜の一つとなっています。,"It may not be history, but what if it is? However, it has become one of the most purely enjoyable and satisfying movie nights I have experienced recently."
director nolan shows here he can handle clever material with a flair .,1,subjective,ノーラン監督はここで巧妙な素材を華やかに扱うことができることを示しています。,Director Nolan demonstrates that he can skillfully handle sophisticated material in a dazzling way here.
"he discovers that his daughter 's life , unknown to him from an affair with a brazilian woman 15 years earlier , is in danger and must return to rio ; having only five days to finish the deal and find his daughter .",0,objective,彼は、15年前のブラジル人女性との不倫から知らなかった娘の命が危険に晒されていることを発見し、リオに戻らなければならない；取引を終わらせ、娘を見つけるためにわずか5日しかない。,"He discovers that the life of a daughter he didn't know about is in danger due to an affair with a Brazilian woman 15 years ago, and he must return to Rio; he has only five days to finish the deal and find his daughter."
"not everything in the film works , including its somewhat convenient ending .",1,subjective,映画のすべてがうまくいくわけではなく、やや都合の良い結末も含まれています。,"Not everything in the movie goes smoothly, and there are some somewhat convenient endings included."
only those most addicted to film violence in all its forms will find anything here to appreciate .,1,subjective,映画の暴力に最も中毒した人々だけが、ここに何かを評価することができるでしょう。,Only those who are most addicted to violence in films will be able to evaluate something here.
"when detective ben simm 's wife is killed , he has to learn to be both father and mother to his little girl while searching for a vigilante that has his own sense of justice .",0,objective,探偵ベン・シムの妻が殺されたとき、彼は自分の小さな娘に父親と母親の両方の役割を果たしながら、自身の正義感を持つ自警団を追い求めなければならない。,"When detective Ben Shim's wife is murdered, he must pursue his own vigilante justice while fulfilling both the roles of father and mother to his young daughter."
"marco and melanie , a young married couple , are living a life of passion , with chaotic situations , and all the little frustrations of daily life .",0,objective,若い夫婦であるマルコとメラニーは、情熱的な生活を送り、混沌とした状況や日常生活の小さなフラストレーションに囲まれています。,"The young couple Marco and Melanie lead a passionate life, surrounded by chaotic situations and the small frustrations of everyday life."
what really surprises about wisegirls is its low-key quality and genuine tenderness .,1,subjective,ウィズガールズの本当に驚くべき点は、その控えめな質と真の優しさです。,What is truly remarkable about Wiz Girls is their modesty and genuine kindness.
the husband meets a man who knows what to do with his sexuality .,0,objective,夫は自分のセクシュアリティをどう扱うべきか知っている男に出会う。,She meets a man who knows how to handle his own sexuality.
ira member bobby sands is imprisoned in northern ireland .,0,objective,IRAメンバーのボビー・サンズは北アイルランドに投獄されています。,IRA member Bobby Sands is imprisoned in Northern Ireland.
"in a season of strenuously ambitious art , the laid-back modesty and accessible charm of evelyn is a welcome relief .",1,subjective,熾烈な野心に満ちたアートのシーズンにおいて、イヴリンのリラックスした控えめさと親しみやすい魅力は歓迎される安堵です。,"In a season of art filled with fierce ambition, Evelyn's relaxed modesty and approachable charm provide a welcome relief."
does anyone much think the central story of brendan behan is that he was a bisexual sweetheart before he took to drink ?,1,subjective,ブレンダン・ビハンの中心となる物語は、彼がアルコールに走る前はバイセクシャルの愛されキャラだったということだと思う人はいますか？,Are there people who think that Brendan Behan's central story is that he was a beloved bisexual character before he turned to alcohol?
"it is zuckerman who stumbles upon silk 's secret and sets out to reconstruct the unknown biography of this eminent , upright man , esteemed as an educator for nearly all his life , and to understand how this ingeniously contrived life came unraveled .",0,objective,ザッカーマンはシルクの秘密を偶然発見し、この著名で正直な男の未知の伝記を再構築し、ほぼ人生の全てにわたって教育者として尊敬されてきた彼の巧妙に仕組まれた人生がいかにして崩れていったのかを理解しようとします。,"Zuckerman accidentally discovers the secret of Silk and attempts to reconstruct the unknown biography of this prominent and honest man, seeking to understand how his cleverly orchestrated life, which had been respected as an educator for almost his entire life, began to unravel."
"the animation is competent , and some of the gags are quite funny , but jonah . . . never shakes the oppressive , morally superior good-for-you quality that almost automatically accompanies didactic entertainment .",1,subjective,アニメーションはしっかりしており、一部のギャグはかなり面白いですが、ジョナは…教育的なエンターテイメントにほぼ自動的に伴う圧倒的で倫理的に優越感のある「あなたに良いこと」という質から決して解放されません。,"The animation is solid, and some of the gags are quite funny, but Jonah is never free from the overwhelming and morally superior quality of ""this is good for you,"" which is almost automatically associated with educational entertainment."
"discouraged , and on the point of giving up writing , yun fei meets a young girl who ca n't see colours , who encourages him to persevere .",0,objective,落ち込んで書くのを諦めかけていたユン・フェイは、色が見えない若い女の子と出会い、彼女の励ましを受けて諦めずに続ける決意を固める。,"Yun Fei, who was about to give up writing due to her depression, meets a young girl who cannot see colors and, encouraged by her, resolves to continue without giving up."
"while in jail they usually have fights with the security guard , a overweight lunatic .",0,objective,刑務所では、通常、体重過多の狂気の警備員と喧嘩をすることが多い。,"In prison, it is common to often get into fights with overweight, insane guards."
"tommy , who is now a well known activist , has his credibility destroyed by the book which causes their breakup .",0,objective,今や著名な活動家であるトミーは、彼らの別れを引き起こした本によって信頼性を失ってしまった。,"Tommy, now a prominent activist, lost his credibility due to the book that caused their breakup."
a composition of gestures stripped of romance and presented in their barest forms .,1,subjective,ロマンを排除し、最も素朴な形で提示されたジェスチャーの構成。,"The composition of gestures presented in the most simple form, eliminating romance."
rowan plays the eponymous lead character in a spoof spy thriller .,0,objective,ローワンはパロディスパイスリラーの同名の主役を演じています。,Rowan plays the title role in the parody spice thriller of the same name.
