text,label,label_text,translation,back_translation
"when blake is initiated , he agrees to abide by the three cardinal rules : share your spirit , body and soul with others ; devote your life to saving homeless kids ; and never leave unless the master casts you out .",0,objective,当布莱克被接纳时，他同意遵守三个基本规则：与他人分享你的精神、身体和灵魂；将你的生活献给拯救无家可归的孩子；除非主人将你驱逐，否则永远不离开。,"When Blake was accepted, he agreed to follow three basic rules: share your spirit, body, and soul with others; dedicate your life to saving homeless children; and never leave unless the master drives you away."
". . . routine , harmless diversion and little else .",1,subjective,……例行公事，无害的消遣，仅此而已。,"...a routine task, a harmless pastime, that's all there is to it."
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,1,subjective,我怀疑这种制作如果导演将未剪辑片段在影院公映，并将电影作为DVD的奖励特辑，那会更加有趣。,"I suspect that if the director were to release the unedited footage in theaters and include the film as a bonus feature on the DVD, it would be even more interesting."
desert rose is an erotic thriller that takes you through one man 's life experience .,0,objective,《沙漠玫瑰》是一部情色惊悚片，讲述了一个男人的生活经历。,"""Desert Rose"" is an erotic thriller that tells the life experience of a man."
witt plays a young harvard graduate who also represents grant 's character .,0,objective,维特扮演一位年轻的哈佛毕业生，同时也代表格兰特的角色。,Vitte plays a young Harvard graduate while also representing Grant's character.
blade 's team and the bloodpack are the only line of defense which can prevent the reaper population from wiping out the vampire and human populations .,0,objective,刀锋的团队和血盟是唯一可以阻止收割者种群消灭吸血鬼和人类种群的防线。,The Blade's team and the Blood Alliance are the only line of defense that can stop the Reaper population from exterminating the vampire and human populations.
they intend to bring her back to tel-aviv in order to save her life .,0,objective,他们打算把她带回特拉维夫以拯救她的生命。,They plan to take her back to Tel Aviv to save her life.
"when her niece spontaneously dies of fright one week to the day she watched a disturbing video , a cynical journalist ( naomi watts ) travels to the pacific northwest in search of the tape 's origins and its links to a string of suicides at a horse ranch .",0,objective,当她的侄女在观看了一段令人不安的视频一周后因惊吓而自发去世时，一位愤世嫉俗的记者（娜奥米·沃茨）前往太平洋西北寻找该录像带的起源以及它与马场一系列自杀事件之间的联系。,"When her niece spontaneously died from shock a week after watching a disturbing video, a cynical reporter (Naomi Watts) traveled to the Pacific Northwest to investigate the origin of the tape and its connection to a series of suicides at a horse stable."
"although a number of these laws have been overturned by legislatures or the courts , in the state of texas freedom fighters are still working to eliminate these absurd and unnecessary laws .",0,objective,尽管这些法律中的一些已经被立法机构或法院推翻，但在德克萨斯州，自由斗士仍在努力消除这些荒谬且不必要的法律。,"Although some of these laws have been overturned by legislatures or courts, in Texas, freedom fighters are still working to eliminate these absurd and unnecessary laws."
"unbeknownst to the contestants , the game 's host has struck a deal with the soldiers hired to guard the money , and does not really have the player 's best interests , or even basic safety , at heart .",0,objective,参赛者不知情的是，游戏的主持人与雇来守护奖金的士兵达成了协议，并不是真心关心选手的利益，甚至连基本的安全也不放在心上。,"What the contestants do not know is that the game host has made a deal with the soldiers hired to guard the prize money, and they do not genuinely care about the contestants' interests, not even their basic safety."
"the first all-cgi short to be produced by imageworks , sony pictures award-winning character animation and visual effects company , `` the chubbchubbs `` introduces the alien inhabitants of the planet glorf including meeper , its earnest but awkward hero , the singing diva , the zyzaks and the chubbchubbs .",0,objective,首部由索尼影业旗下的形象工作室制作的全CGI短片《查布查布斯》介绍了外星人居住的格洛夫星球，包括认真却笨拙的英雄米普、唱歌的女歌手、兹扎克斯以及查布查布斯。,"The first fully CGI short film ""Chab Chabus,"" produced by Sony Pictures' Imageworks, introduces the alien-inhabited planet Glove, featuring the earnest yet clumsy hero Meep, a singing female artist, Zzakks, and Chab Chabus."
"but when his feelings for the decidedly unavailable ricki begin to grow , and he actually becomes concerned for brian , tough guy gigli begins to transform into an actual human being . . . which",0,objective,但是当他对明显不可得的里基的感情开始增长，并且他真正开始关心布莱恩时，强硬的吉利开始转变为一个真正的人类……这,"However, when his feelings for the obviously unattainable Ricky began to grow, and he truly started to care for Brian, the tough exterior of Gitty began to transform into that of a real human being..."
tong is sent back to fetch some things for devlin and unknowingly tries on devlin 's tuxedo and finds that it gives extraordinary powers to anyone that dons the suit .,0,objective,汤被送回去为德夫林拿一些东西，并在不知情的情况下试穿了德夫林的晚礼服，发现这件西装赋予任何穿上它的人超凡的力量。,"Tang was sent back to fetch something for Devlin and unknowingly tried on Devlin's evening dress, discovering that this suit granted extraordinary powers to anyone who wore it."
"fresh and raw like a blown-out vein , narc takes a walking-dead , cop-flick subgenre and beats new life into it .",1,subjective,新鲜而原始，如同破裂的血管，《Narc》将行尸走肉的警察电影子类型注入了新的生命。,"Fresh and raw, like a ruptured blood vessel, ""Narc"" breathes new life into the zombie-like subgenre of police films."
its aims are modest -- to make kids laugh as cuba gooding falls down a lot and to show how thrilling sled dogs are -- and it achieves them .,1,subjective,它的目标很简单——让孩子们笑，因为古丁经常摔倒，以及展示雪橇犬是多么刺激——并且它实现了这些目标。,"Its goal is very simple - to make children laugh, because Guding often falls, and to show how exciting sled dogs are - and it achieves these goals."
"on the surface , the film is played straight , with sustained tension and effective frights . but the director has done his research , and fills every scene with a subversive humor that 's 100 % pure imitation hitchcock .",1,subjective,从表面上看，这部电影情节紧凑，保持了持续的紧张感和有效的惊吓。然而，导演进行了充分的研究，在每个场景中都注入了一种颠覆性的幽默，这种幽默仿佛是100%纯正的模仿希区柯克。,"At first glance, this movie has a tight plot that maintains a constant sense of tension and effective scares. However, the director conducted thorough research and infused a subversive humor into each scene, which seems to be 100% pure imitation of Hitchcock."
. . . digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations .,1,subjective,... 超越了对好孩子和坏种子的常规描绘，揭示了一组更加复杂的角色和动机。,"... transcended the conventional depictions of good children and bad seeds, revealing a set of more complex characters and motivations."
"if the count of monte cristo does n't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago .",1,subjective,如果《基督山伯爵》没有让卡维泽尔变成电影明星，那么这个游戏就比两个世纪前更加不公正。,"If ""The Count of Monte Cristo"" did not make Caviezel a movie star, then this game would be even more unjust than it was two centuries ago."
an ideal love story for those intolerant of the more common saccharine genre .,1,subjective,一个理想的爱情故事，适合那些无法忍受更常见的甜腻类型的人。,"An ideal love story, suitable for those who cannot stand the more common syrupy types."
"outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken",1,subjective,除了汉堡希望制作某种电影之外，这个项目的发起原因实际上并不明确。,"Apart from the hope of creating a certain movie with Hamburg, the actual reasons for initiating this project are not clear."
"at the same time other changes in sumo are being prompted by its growing popularity in the west , where its adherents are lobbying for sumo 's inclusion in the olympic games even as other promoters are arranging amateur sumo tournaments in venues like las vegas casinos - tournaments that not surprisingly bear little resemblance to the sport 's japanese forebear .",0,objective,与此同时，随着相扑在西方日益受欢迎，其他变化也正在发生，其追随者正游说将相扑纳入奥运会，同时其他推广者正在拉斯维加斯的赌场等场地安排业余相扑比赛——这些比赛与日本的传统相扑几乎没有相似之处。,"At the same time, as sumo becomes increasingly popular in the West, other changes are also taking place. Its followers are lobbying to include sumo in the Olympics, while other promoters are arranging amateur sumo matches in venues such as casinos in Las Vegas—these matches bear little resemblance to traditional Japanese sumo."
14-year-old meredith attempts to maintain a religious vow of silence during a thanksgiving dinner with her agnostic family .,0,objective,14岁的梅雷迪思在与她的无神论家庭共进感恩节晚餐时，努力保持宗教沉默的誓言。,14-year-old Meredith strives to keep her vow of religious silence during Thanksgiving dinner with her atheist family.
"docu-drama based on the life of ted bundy , a serial killer who killed at least 19 young women during the 1970 's ( though some sources say as many as 30 to 35 were murdered ) .",0,objective,根据特德·万迪的生活创作的纪录剧，特德·万迪是一名连环杀手，在20世纪70年代杀害了至少19名年轻女性（尽管一些来源说杀害的数量可能多达30至35人）。,The documentary drama based on the life of Ted Bundy depicts him as a serial killer who murdered at least 19 young women in the 1970s (though some sources suggest the number of victims could be as high as 30 to 35).
"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes .",1,subjective,我希望《风语者》能更相信这个真实故事的戏剧潜力。这将比它编造的虚构故事更好，而且仍然可以有战争场景的空间。,"I hope ""Windtalkers"" can believe more in the dramatic potential of this true story. It would be better than its fabricated fictional narrative, and there can still be space for war scenes."
"in a world where loyalties are easily abandoned and allegiances bought , six perfect strangers come together to pull off the perfect crime .",0,objective,在一个忠诚轻易被放弃、 allegiance可以被购买的世界里，六个完美的陌生人聚在一起，策划了一场完美的犯罪。,"In a world where loyalty is easily abandoned and allegiance can be bought, six perfect strangers come together to plan the perfect crime."
"fast-paced and wonderfully edited , the film is extremely thorough .",1,subjective,节奏快速且剪辑精妙，这部电影极为详尽。,The rhythm is fast and the editing is exquisite; this film is extremely detailed.
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .",1,subjective,尽管其缓慢的节奏和似乎模糊的故事可能无法满足每位观众的胃口，但影片的最后一幕却激荡人心、令人感动。,"Although its slow pace and seemingly vague story may not satisfy every viewer's palate, the final scene of the film is inspiring and touching."
"one-sided documentary offers simplistic explanations to a very complex situation . . . . stylistically , the movie is a disaster .",1,subjective,单方面的纪录片对非常复杂的情况提供了简单的解释……在风格上，这部电影是一场灾难。,"The one-sided documentary provides a simplistic explanation for a very complex situation... In terms of style, the film is a disaster."
food for love endeavors and largely succeeds in lending equal weight to the emotional turmoil of its older and younger characters .,1,subjective,《为爱而生》在很大程度上成功地平衡了老年和年轻角色的情感动荡。,"""Living for Love"" successfully balances the emotional turmoil of both old and young characters to a great extent."
"should n't have been allowed to use the word `` new `` in its title , because there 's not an original character , siuation or joke in the entire movie .",1,subjective,不应该被允许在标题中使用“新”这个词，因为整部电影中没有一个原创的角色、情节或笑话。,"The word ""new"" should not be allowed in the title because there is not a single original character, plot, or joke in the entire movie."
"they both get close to tun , a lonely youth with an unspecified illness .",0,objective,他们都靠近君，一个有着不明疾病的孤独青年。,"They all gathered around Jun, a lonely young man with an unknown illness."
"18-year old dean is handsome and bright , but feels hampered by his working-class background and by his family .",0,objective,18岁的迪恩英俊而聪明，但感到受到工薪阶层背景和家庭的限制。,"Eighteen-year-old Dean is handsome and smart, but feels constrained by his working-class background and family."
"the movie details the experiences of 'peter pan ' author j . m . barrie , which lead him to write the children 's classic .",0,objective,这部电影详细讲述了《彼得潘》作者j.m.巴里经历，为他创作这部儿童经典奠定了基础。,"This film details the experiences of J.M. Barrie, the author of ""Peter Pan,"" which laid the foundation for him to create this children's classic."
"the movie occasionally threatens to become didactic , but it 's too grounded in the reality of its characters to go over the edge . a touch of humor or an unexpected plot twist always pulls it back .",1,subjective,这部电影偶尔会威胁到变得说教，但是它太扎根于角色的现实之中，无法走向极端。一丝幽默或出乎意料的情节转折总能将其拉回。,"This movie occasionally threatens to become preachy, but it is too rooted in the reality of the characters to go too far. A touch of humor or an unexpected plot twist always manages to bring it back."
"as a result of this unfortunate circumstance , ella can not refuse any command , and is often left at the mercy of unscrupulous personalities .",0,objective,由于这一不幸的情况，埃拉无法拒绝任何命令，经常任由一些不道德的人物摆布。,"Due to this unfortunate situation, Ella is unable to refuse any orders and often lets some unethical individuals manipulate her."
rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories .,1,subjective,赖斯作为一名电影制作人显得过于平凡，无法为这个崛起的地方带来任何独特的风格或个性，使其与其他深南故事区别开来。,"Rice, as a filmmaker, appears too ordinary to bring any unique style or personality to this rising place, distinguishing it from other deep South stories."
"the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately .",1,subjective,这部电影作为博物馆里的视频装置会更有效，观众可以立即自由离开。,"This film would be more effective as a video installation in a museum, where viewers can leave freely at any time."
"set in hounslow , west london and hamburg , the film follows two 18 year olds with their hearts set on a future in professional soccer .",0,objective,故事发生在伦敦西部的霍恩斯洛和汉堡，影片讲述了两个18岁的年轻人，他们心中怀揣着成为职业足球运动员的未来梦想。,"The story takes place in Hounslow, West London, and Hamburg, and it tells the tale of two 18-year-old young men who harbor dreams of becoming professional football players."
a mess when it comes to the characters and writing . . . but works its way underneath the skin like few movies have in recent memory .,1,subjective,在角色和写作方面有些混乱……但它却像最近少数电影一样深入人心。,There is some confusion in the roles and writing... but it resonates deeply like only a few recent films do.
"[ green is ] the comedy equivalent of saddam hussein , and i 'm just about ready to go to the u . n . and ask permission for a preemptive strike .",1,subjective,[绿是]喜剧界的萨达姆·侯赛因，我快要去联合国申请进行先发制人的攻击。,"""[Green is] the Saddam Hussein of the comedy world, and I am about to go to the United Nations to request a preemptive strike."""
"suddenly , a young boy starts to become ill and starts to suffer from the same syndromes that regan from the fist movie suffered .",0,objective,突然，一个年轻男孩开始生病，出现与第一部电影中的雷根相同的症状。,"Suddenly, a young boy falls ill, exhibiting the same symptoms as Regan in the first movie."
"the film , a follow-up to `` jack the dog `` , is described as a black comedy about a reformed womanizer ( nestor carbonell ) who struggles to keep his family together .",0,objective,这部电影是《杰克狗》的续集，被描述为一部关于一个改过自新的花花公子（尼斯特·卡本内尔）努力让家庭团结在一起的黑色幽默剧。,"This movie is a sequel to ""Jack Dog,"" described as a dark comedy about a reformed playboy (Nister Cabernel) trying to bring his family together."
"will he become a grandfather , surrounded by the love and support of a family or will he retreat into his world of memories and lost opportunities ?",0,objective,他会成为一个祖父，受到家庭的爱与支持，还是会退回到他充满回忆和失去机会的世界里？,"Will he become a grandfather, surrounded by the love and support of family, or will he retreat back into his world filled with memories and lost opportunities?"
"paco , a rapper and performer , indifferent to all except her career , dreams of hitting the top ten chart .",0,objective,帕科，一个说唱歌手和表演者，对除了她的职业之外的所有事都漠不关心，梦想登上前十名排行榜。,"Paco, a rapper and performer, is indifferent to everything except for her career, dreaming of breaking into the top ten charts."
canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people .,1,subjective,加拿大的北极光在这片冰冻的苔原肥皂剧中闪耀，赋予因纽特人私密生活以非凡的生命。,"The northern lights in Canada shine in this frozen tundra soap opera, giving extraordinary life to the private lives of the Inuit."
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .",1,subjective,首次执导的塞里展示了她在叙事方面的非凡才能，这部感人而有效的小电影让人印象深刻。,"In her directorial debut, Sery showcased her extraordinary talent for storytelling, and this moving and impactful short film left a deep impression."
"down and out rock star dewey finn ( black ) gets fired from his band , and he faces a mountain of debts and depression .",0,objective,落魄的摇滚明星杜威·芬（黑人）被乐队解雇，他面临着巨额债务和抑郁。,Down-and-out rock star Dewey Finn (a Black man) is fired from his band and faces huge debts and depression.
"despite the sympathetic overtures , rachel is convinced things are n't what they seem and suspects her baby has been abducted .",0,objective,尽管有同情的姿态，瑞秋确信事情并不像表面看起来那样，并怀疑她的宝宝被绑架了。,"Despite the sympathetic gestures, Rachel was convinced that things were not as they seemed and suspected that her baby had been kidnapped."
"hoffman spends a good deal of screen time alone and without much dialogue , using only his considerable physical skill and screen presence to pull off the role .",1,subjective,霍夫曼在屏幕上花了很多时间独处，几乎没有对话，仅凭他出色的身体技能和荧幕魅力来完成这个角色。,"Hoffman spent a lot of time alone on screen, with almost no dialogue, relying solely on his outstanding physical skills and on-screen charisma to fulfill the role."
"michell , after some sleuthing around , narrows down the suspects to a woman not his wife , another well known victorian poet .",0,objective,米歇尔经过一番调查，将嫌疑人缩小到一位并非他的妻子的女性，另一位著名的维多利亚诗人。,"After some investigation, Michelle narrowed down the suspect to a woman who was not his wife, another famous Victorian poet."
"la cinta comienza intentando ser un drama , rM-apidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible",1,subjective,这部影片开始时试图成为一部戏剧，迅速转变为喜剧，最后则变成了完全可以预见的恶搞。,"The film starts off trying to be a drama, quickly shifts to comedy, and ultimately turns into a completely predictable spoof."
it may not be `` last tango in paris `` but . . .,1,subjective,它可能不是“巴黎最后的探戈”，但是……,"It may not be ""Last Tango in Paris,"" but..."
"it may not be history M-^V but then again , what if it is ? M-^V but it makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while .",1,subjective,这可能不是历史，但如果真的是呢？无论如何，这确实是我最近在电影院度过的最愉快和满足的夜晚之一。,"This may not be history, but what if it is? In any case, it truly was one of the most enjoyable and fulfilling nights I've spent in the cinema recently."
director nolan shows here he can handle clever material with a flair .,1,subjective,诺兰导演在这里展示了他能出色地处理巧妙的素材。,Director Nolan showcases his ability to handle clever material exceptionally well here.
"he discovers that his daughter 's life , unknown to him from an affair with a brazilian woman 15 years earlier , is in danger and must return to rio ; having only five days to finish the deal and find his daughter .",0,objective,他发现他的女儿——15年前与一位巴西女性的 affair 所生——的生命处于危险之中，必须返回里约；他只有五天时间来完成交易并找到女儿。,"He discovers that his daughter—born from an affair with a Brazilian woman 15 years ago—is in danger, and he must return to Rio; he has only five days to finalize the deal and find his daughter."
"not everything in the film works , including its somewhat convenient ending .",1,subjective,影片中的一些情节并不是全部都有效，包括它有些方便的结局。,"Some plot points in the film are not entirely effective, including its somewhat convenient ending."
only those most addicted to film violence in all its forms will find anything here to appreciate .,1,subjective,只有那些对各种形式的电影暴力上瘾的人，才会在这里找到值得欣赏的东西。,Only those addicted to various forms of cinematic violence will find something worth appreciating here.
"when detective ben simm 's wife is killed , he has to learn to be both father and mother to his little girl while searching for a vigilante that has his own sense of justice .",0,objective,当侦探本·西姆的妻子被杀时，他必须在寻找一个有自己正义观的义警的同时，学会同时扮演父亲和母亲的角色，照顾他的小女儿。,"When Detective Ben Sim's wife is murdered, he must learn to play the roles of both father and mother while searching for a vigilante with his own sense of justice, taking care of his young daughter."
"marco and melanie , a young married couple , are living a life of passion , with chaotic situations , and all the little frustrations of daily life .",0,objective,马尔科和梅拉尼是一对年轻的夫妇，他们过着充满激情的生活，生活中充满混乱的情况和日常生活中的小烦恼。,"Marco and Melani are a young couple who live a passionate life, filled with chaotic situations and minor annoyances in their daily life."
what really surprises about wisegirls is its low-key quality and genuine tenderness .,1,subjective,让人惊讶的是，聪明女孩的低调品质和真诚的温柔。,What is surprising is the understated qualities and sincere gentleness of clever girls.
the husband meets a man who knows what to do with his sexuality .,0,objective,丈夫遇到一个知道如何处理自己性取向的男人。,The husband encounters a man who knows how to handle his own sexual orientation.
ira member bobby sands is imprisoned in northern ireland .,0,objective,爱尔兰共和军成员鲍比·桑兹被监禁在北爱尔兰。,"Bobby Sands, a member of the Irish Republican Army, was imprisoned in Northern Ireland."
"in a season of strenuously ambitious art , the laid-back modesty and accessible charm of evelyn is a welcome relief .",1,subjective,在一个艺术极富雄心壮志的季节，伊夫琳的悠然自得和易于亲近的魅力令人倍感宽慰。,"In a season rich in artistic ambition, Evelyn's calm demeanor and approachable charm are particularly comforting."
does anyone much think the central story of brendan behan is that he was a bisexual sweetheart before he took to drink ?,1,subjective,有人认为布伦丹·比汉的中心故事是，在他开始酗酒之前，他是一个双性恋的甜心吗？,Some people believe that the central story of Brendan Bihan is that he was a bisexual sweetheart before he started drinking heavily?
"it is zuckerman who stumbles upon silk 's secret and sets out to reconstruct the unknown biography of this eminent , upright man , esteemed as an educator for nearly all his life , and to understand how this ingeniously contrived life came unraveled .",0,objective,是祖克曼偶然发现了丝克的秘密，并着手重建这位显赫的、正直的人物的未知传记，他几乎一生都被视为教育者，并试图理解这段巧妙设计的生活是如何解体的。,"It was Zuckerman who accidentally discovered Suke's secret and set out to reconstruct the unknown biography of this prominent and upright figure, who was regarded as an educator for most of his life, while trying to understand how this intricately designed life disintegrated."
"the animation is competent , and some of the gags are quite funny , but jonah . . . never shakes the oppressive , morally superior good-for-you quality that almost automatically accompanies didactic entertainment .",1,subjective,这部动画制作精良，某些笑话也挺有趣，但乔纳……始终无法摆脱几乎自动伴随教化娱乐的压抑和道德优越感。,"This animated film is well-made, and some jokes are quite interesting, but Jonah... is still unable to escape the oppression and moral superiority that almost automatically accompany edutainment."
"discouraged , and on the point of giving up writing , yun fei meets a young girl who ca n't see colours , who encourages him to persevere .",0,objective,在感到沮丧，几乎要放弃写作的时候，云飞遇到了一位看不见颜色的小女孩，她鼓励他坚持下去。,"When feeling frustrated and almost ready to give up writing, Yunfei met a colorless little girl who encouraged him to persevere."
"while in jail they usually have fights with the security guard , a overweight lunatic .",0,objective,在监狱里，他们通常会与一位超重的疯子保安打架。,"In prison, they usually have fights with an overweight crazy security guard."
"tommy , who is now a well known activist , has his credibility destroyed by the book which causes their breakup .",0,objective,汤米现在是一位知名的 activist，但那本书毁掉了他的信誉，导致了他们的分手。,"Tommy is now a well-known activist, but that book ruined his reputation, leading to their breakup."
a composition of gestures stripped of romance and presented in their barest forms .,1,subjective,一组剥离浪漫的手势，以其最基本的形式呈现。,"A set of gestures that strip away romance, presented in their most basic form."
rowan plays the eponymous lead character in a spoof spy thriller .,0,objective,罗温在一部恶搞间谍惊悚片中饰演同名主角。,Rowan plays the titular character in a spoof spy thriller.
it all comes down to whether you can tolerate leon barlow . i ca n't .,1,subjective,这一切归结于你能否容忍里昂·巴洛。我不能。,It all comes down to whether you can tolerate Leon Barrow. I can't.
"now , in present day , washed-up child actor julian ( luke eberl ) , the free-spirited hannah ( colombe jacobsen ) , and former teacher grace ( jenny mollen ) , along with a documentary film crew , go on a search for this man , who may be the embodiment of all evil .",0,objective,现在，身为已过气童星的朱利安（卢克·埃伯尔）、自由奔放的汉娜（科隆比·雅各布森）和前教师格雷斯（詹妮·莫伦），以及一支纪录片摄制组，一起寻找这个人，他可能是万恶的化身。,"Now, former child star Julian (Luke Eberle), free-spirited Hannah (Columbi Jacobson), and former teacher Grace (Jenny Morren), along with a documentary film crew, are searching for a person who may embody evil itself."
the filmmakers expose this delightfully deranged cult by capturing the daily lives of its members .,0,objective,电影制片人通过捕捉成员的日常生活揭露了这个令人愉悦的疯狂邪教。,The filmmaker reveals this delightful crazy cult by capturing the daily lives of its members.
"it 's like a vintage automobile that sometimes runs smoothly , and sometimes lurches and sputters . but it never quite stalls .",1,subjective,这就像一辆古董汽车，有时运行顺畅，有时却颤抖和 sputters，但它从未完全熄火。,"It's like an antique car, sometimes running smoothly, sometimes shaking and sputtering, but it never completely stalls."
"it is a story about love , passion , addiction , brillance and the ignorance of greed .",0,objective,这是一个关于爱情、激情、上瘾、才华和贪婪无知的故事。,"This is a story about love, passion, addiction, talent, and greedy ignorance."
sunshine state is a fine example of a carefully written film . but you should n't be too aware that a movie is well-written .,1,subjective,阳光之州是一个精心制作电影的好例子。但你不应该过于注意一部电影写得有多好。,"The Sunshine State is a great example of a well-crafted film. However, you shouldn't pay too much attention to how well a movie is written."
