text,label,label_text,translation,back_translation
"this bond film goes off the beaten path , not necessarily for the better .",0,negative,这部邦德电影偏离了常规，不一定是更好的选择。,"This Bond movie deviates from the norm, which may not necessarily be a better choice."
... its solemn pretension prevents us from sharing the awe in which it holds itself .,0,negative,它庄重的虚假让我们无法与它所自持的敬畏感共鸣。,Its solemn falsehood prevents us from resonating with the sense of reverence it claims to possess.
the drama discloses almost nothing .,0,negative,这个剧几乎没有透露任何东西。,This show reveals almost nothing.
"a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",0,negative,一个基于理论、巧妙伎俩和拙劣假设的虚假构造。,"A false construct based on theory, clever tricks, and clumsy assumptions."
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol 's most intense psychological mysteries .,1,positive,伊莎贝尔·于佩尔在神秘的米卡角色中表现出色，而安娜·莫格拉利斯则是夏布洛尔最强烈心理悬疑作品中令人惊艳的新秀。,"Isabelle Huppert excels in the mysterious role of Mika, while Anna Mouglalis is a stunning newcomer in Chabrol's most intense psychological thriller."
"like its parade of predecessors , this halloween is a gory slash-fest .",1,positive,像它的前辈一样，今年的万圣节是一场血腥的屠杀盛宴。,"Like its predecessors, this year's Halloween is a bloody slaughter feast."
perhaps the best sports movie i 've ever seen .,1,positive,也许是我看过的最好的体育电影。,Perhaps it's the best sports movie I've ever seen.
this pathetic junk is barely an hour long .,0,negative,这个可悲的垃圾时间都不到一个小时。,This sad garbage time isn't even an hour long.
"ou 've got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane .",1,positive,你一定会喜欢这样一部迪士尼电影，几乎没有裸露的胸部，而女主角简既勇敢又有原则。,"You will definitely like this Disney movie, which has almost no exposed breasts, and the female lead, Jane, is both brave and principled."
"this is a gorgeous film - vivid with color , music and life .",1,positive,这是一部华丽的电影，充满了色彩、音乐和生命。,"This is a magnificent film, filled with color, music, and life."
playing a role of almost bergmanesque intensity ... bisset is both convincing and radiant .,1,positive,扮演着几乎是贝尔曼式的强度……比塞特既令人信服又光彩照人。,Playing a role that is almost Bellman-esque in intensity... Bisset is both compelling and radiant.
the trappings of i spy are so familiar you might as well be watching a rerun .,0,negative,《我间谍》的情节如此熟悉，仿佛在看重播一样。,"The plot of ""My Spy"" feels so familiar, as if I were watching a rerun."
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .,1,positive,它以令人悲痛的罕见诚实方式对待安娜的旅程，这在电影中对年轻女性的描绘中是极为罕见的。,"It addresses Anna's journey with a painfully rare honesty, which is extremely uncommon in the portrayal of young women in films."
leigh makes these lives count .,1,positive,莱伊让这些生活有意义。,Lai Yi makes these lives meaningful.
"ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints .",1,positive,雄心勃勃，令人不安的心理剧，充分利用其粗糙、低预算的限制，带来了寒心的效果。,"An ambitious and unsettling psychological drama that fully utilizes its rough, low-budget constraints to deliver a chilling effect."
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring .",1,positive,这部关于女孩相遇女孩的爱情故事似乎直接受到《樵夫》的影响，但更令人欣慰的是，其制作人实际上似乎理解了艾伦的浪漫喜剧为何如此重要和持久。,"This love story about a girl meeting another girl seems to be directly influenced by ""The Lumberjack,"" but what is even more satisfying is that its producers actually seem to understand why Alan's romantic comedies are so important and enduring."
i could n't recommend this film more .,1,positive,我无法更推荐这部电影了。,I couldn't recommend this movie more.
"an inexperienced director , mehta has much to learn .",0,negative,作为一个缺乏经验的导演，美塔还有很多需要学习的。,"As an inexperienced director, Meita still has a lot to learn."
"you can taste it , but there 's no fizz .",0,negative,你可以尝到它，但没有气泡。,"You can taste it, but there are no bubbles."
a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either .,0,negative,这是对《虎胆龙威》和《绝壁逃生》的重拍，但远没有两者那样刺激。,"This is a remake of ""Die Hard"" and ""Cliffhanger,"" but it is far less thrilling than either."
"a moving tale of love and destruction in unexpected places , unexamined lives .",1,positive,一段关于意想不到地方的爱与毁灭的动人故事，未被审视的生活。,"A touching story about love and destruction in unexpected places, an unexamined life."
it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,1,positive,它有不少时刻足够深刻，让人们在无尽挑战的观影迷宫中怀念。,It has many moments profound enough for people to reminisce while navigating the endless challenges of the viewing maze.
why ?,0,negative,为什么？,Why?
and that is where ararat went astray .,0,negative,而这就是阿拉拉特偏离的地方。,And this is where Ararat deviates.
vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role .,1,positive,文森特·加洛在这部法国惊悚片中如鱼得水，饰演他一贯的坏男孩怪咖角色。,"Vincent Gallo thrives in this French thriller, playing his usual bad boy eccentric role."
"clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up .",0,negative,《时钟停止者》是一部疯狂而混乱的电影，不知道长大后想成为什么。,"""The Clock Stopper"" is a crazy and chaotic movie, unsure of what it wants to be when it grows up."
"sandra bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",0,negative,桑德拉·布洛克尽管低调了自己的美貌，但在饰演一个有些困扰且决心坚定的谋杀警探时，似乎背负了些过多的“她是不是很可爱”的包袱，无法完全驾驭这些沉重的戏份。,"Sandra Bullock, although downplaying her beauty, seems to carry too much of the burden of ""is she adorable"" while portraying a somewhat troubled and determined murder detective, unable to fully master these heavy scenes."
it 's mostly a pleasure to watch .,1,positive,这主要是一次愉快的观赏体验。,This is mainly a pleasurable viewing experience.
its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,1,positive,它那种标新立异的放肆精神——尽管有些陈旧——却让人意外地感到愉悦。,Its kind of bold and unconventional spirit—though somewhat outdated—surprisingly brings a sense of pleasure.
"a kilted jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces .",0,negative,穿着格子裙的杰克逊让人感到不安，这表明了他的性格有些失衡，他在构思糟糕的动作场景中漫无目的地游荡。,"Jackson, wearing a checked skirt, is unsettling, indicating that his personality is somewhat unbalanced as he aimlessly wanders while conceiving terrible action scenes."
i did n't find much fascination in the swinging .,0,negative,我对摇摆没有太多的兴趣。,I don't have much interest in swing dancing.
this is no `` waterboy ! '',0,negative,这不是“水男孩！”,"This is not ""Water Boy!"""
"but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment .",1,positive,但紧张的表演、尖锐的台词和令人印象深刻的硬件布景，带来了强烈而令人害怕的娱乐体验。,"But the tense performance, sharp dialogue, and impressive hardware setting brought a strong and frightening entertainment experience."
baby-faced renner is eerily convincing as this bland blank of a man with unimaginable demons within .,1,positive,婴儿脸的亨纳令人毛骨悚然地令人信服，饰演这个外表平淡、内心却有难以想象的恶魔的男人。,"The baby's face of the henna is chillingly convincing, playing a man who appears plain on the outside but harbors unimaginable demons within."
the kind of primal storytelling that george lucas can only dream of .,1,positive,乔治·卢卡斯只能梦想的那种原始叙事。,The kind of primal storytelling that George Lucas could only dream of.
"uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",1,positive,尽管这部影片展示了人类最糟糕可能性的沉重，但它依然令人振奋，是年度最佳影片之一。,"Despite the heavy portrayal of humanity's worst possibilities in this film, it is still uplifting and is one of the best films of the year."
the irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,0,negative,伊尔温一家的一些场景令人着迷；整个电影则是廉价的垃圾，对他们英勇努力的侮辱。,"Some scenes featuring the Irwin family are fascinating; the whole movie, however, is cheap garbage that is an insult to their brave efforts."
"it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni .",0,negative,这是一部可怕的虚荣电影，无疑是偿还了米拉麦克斯对贝尼尼所感到的欠债。,"This is a terrifying vanity project, undoubtedly a way for Miramax to repay its debt to Benigni."
"he seems to want both , but succeeds in making neither .",0,negative,他似乎想要两者，但都没有成功。,"He seems to want both, but he hasn't succeeded with either."
"by turns fanciful , grisly and engagingly quixotic .",1,positive,时而幻想，时而阴森，时而引人入胜且充满骑士精神。,"Sometimes幻想, sometimes eerie, sometimes captivating and full of chivalry."
"the re-release of ron howard 's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages .",1,positive,罗恩·霍华德的《阿波罗13号》以IMAX格式重新上映，绝对证明了确实，确实，确实好的东西可以以巨大的形式呈现。,"Ron Howard's ""Apollo 13"" has been re-released in IMAX format, proving once again that truly great things can be presented on a grand scale."
"i 've never seen -lrb- a remake -rrb- do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic ...",0,negative,我从未见过如此令人作呕的翻拍，亚当·桑德勒的新电影如此肆意践踏、掠夺和焚烧弗兰克·卡普拉的经典……,"I have never seen such a disgusting remake; Adam Sandler's new movie brutally tramples, robs, and burns the classics of Frank Capra..."
